tp_record_share;id_polizza_exp;id_polizza_invio;id_polizza_inviante;id_polizza_ricevente;compagnia_ania;compagnia_exp;agenzia;numero_polizza_cmp;progressivo;repertorio;codice_garanzia_art20;descrizione_garanzia_art20;stato_garanzia_art20;cod_garanzia_cmp;descrizione_garanzia_cmp;ramo_bil;codice_provv;aliquota;tasso;minimo;scoperto;valore_ass_1;valore_ass_2;valore_ass_3;tipo_bene_assicurato_art20;id_bene_exp;descrizione_bene_assicurato;id_beneficiario_exp;tipo_premi;tipo_premi_delega;provvigioni_totali;provvigioni_acquisto;provvigioni_incasso;netto;diritti;accessori;imponibile;antiracket;tasse;lordo;ssn;sconto_applicato_1;sconto_applicato_2;massimo;franchigia;diaria;libro_matricola;numero_applicazione_lm;collaboratore_1;provv_tot_c1;provv_acq_c1;provv_acq_parte_fissa_c1;provv_acq_parte_variabile_c1;provv_inc_c1;provv_inc_parte_fissa_c1;provv_inc_parte_variabile_c1;al_provv_tot_c1;al_provv_acq_c1;al_provv_acq_parte_fissa_c1;al_provv_acq_parte_variabile_c1;al_provv_inc_c1;al_provv_inc_parte_fissa_c1;al_provv_inc_parte_variabile_c1;timestamp_record
30;255085490;255085490;OWEB-23774-255085490;;5;GEN;;182259857;0;;;;;O58;ROTTURA CRISTALLI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;67,37;0,00;0,00;67,37;0,00;9,09;76,46;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255085490;255085490;OWEB-23774-255085490;;5;GEN;;182259857;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;5,0;0,00;0,00;5,0;0,00;0,68;5,68;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255085490;255085490;OWEB-23774-255085490;;5;GEN;;182259857;0;;;;;N82;PERDITA DELLE CHIAVI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1,5;0,00;0,00;1,5;0,00;0,2;1,7;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255085490;255085490;OWEB-23774-255085490;;5;GEN;;182259857;0;;;;;P16;RICHIESTA DOCUMENTI FURTO VEICOLO NO RIASS;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1,5;0,00;0,00;1,5;0,00;0,15;1,65;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255085490;255085490;OWEB-23774-255085490;;5;GEN;;182259857;0;;;;;Q18;GARANZIE AGGIUNTIVE AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;10,5;0,00;0,00;10,5;0,00;1,4;11,9;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255085490;255085490;OWEB-23774-255085490;;5;GEN;;182259857;0;;;;;N81;DUPLICAZIONE PATENTE GUIDA;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1,5;0,00;0,00;1,5;0,00;0,2;1,7;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255085490;255085490;OWEB-23774-255085490;;5;GEN;;182259857;0;;;;;O98;GUASTI KASKO VEICOLO NON ASSIC. O NON IDENTIFICATO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;30,0;0,00;0,00;30,0;0,00;4,05;34,05;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255085490;255085490;OWEB-23774-255085490;;5;GEN;;182259857;0;;;;;D87;INFORTUNI - RC AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;65,79;0,00;0,00;65,79;0,00;1,65;67,44;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255085490;255085490;OWEB-23774-255085490;;5;GEN;;182259857;0;;;;;P02;ASSISTENZA AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;22,73;0,00;0,00;22,73;0,00;2,27;25,0;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;272219040;272219040;OWEB-23774-272219040;;5;GEN;;183629345;0;;;;;N87;RC MOTOCICLI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;141,72;0,00;0,00;141,72;0,00;32,6;174,32;14,88;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;272219040;272219040;OWEB-23774-272219040;;5;GEN;;183629345;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;5,0;0,00;0,00;5,0;0,00;0,68;5,68;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;288913917;288913917;OWEB-23774-288913917;;5;GEN;;184643231;0;;;;;N86;RC CICLOMOTORI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;129,53;0,00;0,00;129,53;0,00;29,79;159,32;13,6;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;288913917;288913917;OWEB-23774-288913917;;5;GEN;;184643231;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;5,0;0,00;0,00;5,0;0,00;0,68;5,68;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;288913918;288913918;OWEB-23774-288913918;;5;GEN;;184643232;0;;;;;N87;RC MOTOCICLI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;218,96;0,00;0,00;218,96;0,00;50,36;269,32;22,99;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;288913918;288913918;OWEB-23774-288913918;;5;GEN;;184643232;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;5,0;0,00;0,00;5,0;0,00;0,68;5,68;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951516;241951516;OWEB-23774-241951516;;5;GEN;;180991825;0;;;;;N83;RC AUTOVETTURE;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;99,8;0,00;0,00;99,8;0,00;22,95;122,75;10,48;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951516;241951516;OWEB-23774-241951516;;5;GEN;;180991825;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,26;0,00;0,00;0,26;0,00;0,04;0,3;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951516;241951516;OWEB-23774-241951516;;5;GEN;;180991825;0;;;;;O98;GUASTI KASKO VEICOLO NON ASSIC. O NON IDENTIFICATO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,26;0,00;0,00;0,26;0,00;0,04;0,3;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951516;241951516;OWEB-23774-241951516;;5;GEN;;180991825;0;;;;;D87;INFORTUNI - RC AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;15,26;0,00;0,00;15,26;0,00;0,38;15,64;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;272219128;272219128;OWEB-23774-272219128;;5;GEN;;183629364;0;;;;;N83;RC AUTOVETTURE;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;360,79;0,00;0,00;360,79;0,00;82,98;443,77;37,88;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;272219128;272219128;OWEB-23774-272219128;;5;GEN;;183629364;0;;;;;P02;ASSISTENZA AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;11,71;0,00;0,00;11,71;0,00;1,17;12,88;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;272219128;272219128;OWEB-23774-272219128;;5;GEN;;183629364;0;;;;;O58;ROTTURA CRISTALLI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;35,61;0,00;0,00;35,61;0,00;4,81;40,42;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;272219128;272219128;OWEB-23774-272219128;;5;GEN;;183629364;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;2,58;0,00;0,00;2,58;0,00;0,35;2,93;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;279093774;279093774;OWEB-23774-279093774;;5;GEN;;183629759;0;;;;;N87;RC MOTOCICLI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;94,28;0,00;0,00;94,28;0,00;21,68;115,96;9,9;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;279093774;279093774;OWEB-23774-279093774;;5;GEN;;183629759;0;;;;;T27;TUTELA LEGALE FIRST;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;34,11;0,00;0,00;34,11;0,00;4,26;38,37;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;279093774;279093774;OWEB-23774-279093774;;5;GEN;;183629759;0;;;;;D87;INFORTUNI - RC AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;30,0;0,00;0,00;30,0;0,00;0,76;30,76;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;279093774;279093774;OWEB-23774-279093774;;5;GEN;;183629759;0;;;;;P02;ASSISTENZA AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;28,1;0,00;0,00;28,1;0,00;2,81;30,91;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;282912024;282912024;OWEB-23774-282912024;;5;GEN;;184642952;0;;;;;N83;RC AUTOVETTURE;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;193,28;0,00;0,00;193,28;0,00;44,45;237,73;20,29;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;282912024;282912024;OWEB-23774-282912024;;5;GEN;;184642952;0;;;;;T28;TUTELA LEGALE EXTRA;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;18,03;0,00;0,00;18,03;0,00;2,25;20,28;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;282912024;282912024;OWEB-23774-282912024;;5;GEN;;184642952;0;;;;;P02;ASSISTENZA AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;11,71;0,00;0,00;11,71;0,00;1,17;12,88;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;282912024;282912024;OWEB-23774-282912024;;5;GEN;;184642952;0;;;;;O58;ROTTURA CRISTALLI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;63,02;0,00;0,00;63,02;0,00;8,51;71,53;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;282912024;282912024;OWEB-23774-282912024;;5;GEN;;184642952;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;2,58;0,00;0,00;2,58;0,00;0,35;2,93;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;282912024;282912024;OWEB-23774-282912024;;5;GEN;;184642952;0;;;;;N82;PERDITA DELLE CHIAVI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,77;0,00;0,00;0,77;0,00;0,1;0,87;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;282912024;282912024;OWEB-23774-282912024;;5;GEN;;184642952;0;;;;;P16;RICHIESTA DOCUMENTI FURTO VEICOLO NO RIASS;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,77;0,00;0,00;0,77;0,00;0,08;0,85;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;282912024;282912024;OWEB-23774-282912024;;5;GEN;;184642952;0;;;;;Q18;GARANZIE AGGIUNTIVE AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;5,39;0,00;0,00;5,39;0,00;0,7;6,09;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;282912024;282912024;OWEB-23774-282912024;;5;GEN;;184642952;0;;;;;N81;DUPLICAZIONE PATENTE GUIDA;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,77;0,00;0,00;0,77;0,00;0,1;0,87;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;282912024;282912024;OWEB-23774-282912024;;5;GEN;;184642952;0;;;;;O98;GUASTI KASKO VEICOLO NON ASSIC. O NON IDENTIFICATO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;12,88;0,00;0,00;12,88;0,00;1,74;14,62;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;282912024;282912024;OWEB-23774-282912024;;5;GEN;;184642952;0;;;;;D87;INFORTUNI - RC AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;47,16;0,00;0,00;47,16;0,00;1,18;48,34;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241950253;241950253;OWEB-23774-241950253;;5;GEN;;180024907;0;;;;;N83;RC AUTOVETTURE;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;144,21;0,00;0,00;144,21;0,00;33,17;177,38;15,14;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241950253;241950253;OWEB-23774-241950253;;5;GEN;;180024907;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,26;0,00;0,00;0,26;0,00;0,04;0,3;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241950253;241950253;OWEB-23774-241950253;;5;GEN;;180024907;0;;;;;O98;GUASTI KASKO VEICOLO NON ASSIC. O NON IDENTIFICATO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,26;0,00;0,00;0,26;0,00;0,04;0,3;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241950253;241950253;OWEB-23774-241950253;;5;GEN;;180024907;0;;;;;D87;INFORTUNI - RC AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;77,26;0,00;0,00;77,26;0,00;1,94;79,2;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241950253;241950253;OWEB-23774-241950253;;5;GEN;;180024907;0;;;;;P02;ASSISTENZA AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;11,65;0,00;0,00;11,65;0,00;1,17;12,82;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951494;241951494;OWEB-23774-241951494;;5;GEN;;180991803;0;;;;;N87;RC MOTOCICLI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;112,15;0,00;0,00;112,15;0,00;25,79;137,94;11,78;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951494;241951494;OWEB-23774-241951494;;5;GEN;;180991803;0;;;;;P02;ASSISTENZA AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;28,23;0,00;0,00;28,23;0,00;2,82;31,05;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951528;241951528;OWEB-23774-241951528;;5;GEN;;180991837;0;;;;;N84;RC AUTOCARRI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;14,98;0,00;0,00;14,98;0,00;3,45;18,43;1,57;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951528;241951528;OWEB-23774-241951528;;5;GEN;;180991837;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,5;0,00;0,00;0,5;0,00;0,07;0,57;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;N83;RC AUTOVETTURE;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;277,23;0,00;0,00;277,23;0,00;73,47;350,7;29,11;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;T27;TUTELA LEGALE FIRST;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;28,11;0,00;0,00;28,11;0,00;3,51;31,62;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;O62;INCENDIO AUTOVEICOLI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;25,28;0,00;0,00;25,28;0,00;3,41;28,69;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;O63;FURTO AUTOVEICOLI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;181,6;0,00;0,00;181,6;0,00;24,52;206,12;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;O96;EVENTI NATURALI;0;;0,00;0,00;250,0;10,0;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;24,69;0,00;0,00;24,69;0,00;3,33;28,02;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;S87;GRANDINE;0;;0,00;0,00;250,0;10,0;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;30,17;0,00;0,00;30,17;0,00;4,07;34,24;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;O94;EVENTI SOCIOPOLITICI;0;;0,00;0,00;250,0;10,0;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;23,1;0,00;0,00;23,1;0,00;3,12;26,22;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;O95;ATTI VANDALICI;0;;0,00;0,00;250,0;10,0;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;27,71;0,00;0,00;27,71;0,00;3,74;31,45;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;O58;ROTTURA CRISTALLI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;34,28;0,00;0,00;34,28;0,00;4,63;38,91;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,5;0,00;0,00;0,5;0,00;0,07;0,57;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;N82;PERDITA DELLE CHIAVI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,86;0,00;0,00;0,86;0,00;0,12;0,98;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;P16;RICHIESTA DOCUMENTI FURTO VEICOLO NO RIASS;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,86;0,00;0,00;0,86;0,00;0,09;0,95;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;241951542;241951542;OWEB-23774-241951542;;5;GEN;;180991851;0;;;;;Q18;GARANZIE AGGIUNTIVE AUTO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;6,02;0,00;0,00;6,02;0,00;0,84;6,86;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
